syd,did,wei,symptom,diagnose
155,197,3,melena (black stools from blood),"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
181,197,1,flatulence (passing gas),"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
218,197,1,maroon stools,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
264,197,1,stomach and abdominal pain,"crohn's disease:regional enteritis, crohn's colitis, intestinal inflammation"
2,788,0,lower abdominal pain,ulcerative colitis:large intestine inflammation
10,788,1,bloody diarrhea,ulcerative colitis:large intestine inflammation
20,788,1,diarrhea,ulcerative colitis:large intestine inflammation
32,788,0,flank pain,ulcerative colitis:large intestine inflammation
54,788,0,kidney pain (flank pain),ulcerative colitis:large intestine inflammation
66,788,0,nausea,ulcerative colitis:large intestine inflammation
82,788,1,rectal pain,ulcerative colitis:large intestine inflammation
113,788,0,vomiting,ulcerative colitis:large intestine inflammation
123,788,1,"weight loss, unexplained",ulcerative colitis:large intestine inflammation
218,788,2,maroon stools,ulcerative colitis:large intestine inflammation
232,788,2,steatorrhea (excess fat in stool),ulcerative colitis:large intestine inflammation
264,788,0,stomach and abdominal pain,ulcerative colitis:large intestine inflammation
2,3,1,lower abdominal pain,abdominal trauma
102,3,3,trauma,abdominal trauma
2,25,0,lower abdominal pain,alcoholism
4,25,1,alcohol abuse,alcoholism
5,25,0,anxiety (nervousness),alcoholism
9,25,0,blood in vomit,alcoholism
13,25,0,chest pressure,alcoholism
15,25,0,change in behavior,alcoholism
19,25,0,depressed,alcoholism
21,25,0,dizziness,alcoholism
28,25,0,fainting,alcoholism
38,25,0,delusions or hallucinations,alcoholism
41,25,0,headache,alcoholism
51,25,0,insomnia (trouble sleeping),alcoholism
96,25,0,substance abuse (drug abuse),alcoholism
113,25,0,vomiting,alcoholism
121,25,0,tremors,alcoholism
176,25,1,hand numbness (paresthesias),alcoholism
179,25,1,jaundice (yellowing skin),alcoholism
188,25,1,impotence,alcoholism
204,25,1,low blood sugar,alcoholism
240,25,1,memory loss,alcoholism
241,25,0,arm numbness (paresthesias),alcoholism
242,25,1,leg numbness (paresthesias),alcoholism
243,25,1,foot numbness (paresthesias),alcoholism
246,25,1,dementia,alcoholism
264,25,0,stomach and abdominal pain,alcoholism
2,26,1,lower abdominal pain,allergic reaction
13,26,1,chest pressure,allergic reaction
17,26,3,cough,allergic reaction
21,26,1,dizziness,allergic reaction
28,26,1,fainting,allergic reaction
46,26,3,hives,allergic reaction
52,26,3,skin itching,allergic reaction
81,26,3,rash,allergic reaction
88,26,1,shortness of breath,allergic reaction
126,26,3,tongue swelling,allergic reaction
139,26,3,itchy rash (pruritic rash),allergic reaction
159,26,3,mouth swelling,allergic reaction
194,26,3,lip swelling,allergic reaction
195,26,3,eye swelling,allergic reaction
203,26,3,swollen gums,allergic reaction
208,26,3,foot itching,allergic reaction
213,26,3,arm swelling,allergic reaction
216,26,3,ear swelling,allergic reaction
225,26,3,arm itching,allergic reaction
226,26,3,hand redness,allergic reaction
227,26,3,foot redness,allergic reaction
228,26,3,arm redness,allergic reaction
229,26,3,leg redness,allergic reaction
230,26,3,hand itching,allergic reaction
231,26,3,leg itching,allergic reaction
238,26,1,skin sores,allergic reaction
259,26,3,itchy eyes,allergic reaction
291,26,2,agitated,allergic reaction
2,77,,lower abdominal pain,bacterial vaginosis:vaginal infection
7,77,,back ache or pain,bacterial vaginosis:vaginal infection
52,77,,skin itching,bacterial vaginosis:vaginal infection
72,77,,painful urination,bacterial vaginosis:vaginal infection
74,77,,pelvic pain,bacterial vaginosis:vaginal infection
81,77,,rash,bacterial vaginosis:vaginal infection
108,77,2,vaginal discharge,bacterial vaginosis:vaginal infection
109,77,2,vaginal itching,bacterial vaginosis:vaginal infection
110,77,2,vaginal pain,bacterial vaginosis:vaginal infection
238,77,,skin sores,bacterial vaginosis:vaginal infection
264,77,,stomach and abdominal pain,bacterial vaginosis:vaginal infection
2,149,0,lower abdominal pain,cervical cancer:tumor
81,149,0,rash,cervical cancer:tumor
105,149,1,vaginal bleeding,cervical cancer:tumor
106,149,1,vaginal bleeding after menopause,cervical cancer:tumor
108,149,0,vaginal discharge,cervical cancer:tumor
2,154,0,lower abdominal pain,cervicitis:inflammation of the lower uterus
105,154,1,vaginal bleeding,cervicitis:inflammation of the lower uterus
108,154,1,vaginal discharge,cervicitis:inflammation of the lower uterus
264,154,0,stomach and abdominal pain,cervicitis:inflammation of the lower uterus
2,191,0,lower abdominal pain,"contusion:bruise, ecchymosis"
6,191,2,arm ache or pain,"contusion:bruise, ecchymosis"
7,191,0,back ache or pain,"contusion:bruise, ecchymosis"
11,191,2,pain or soreness of breast,"contusion:bruise, ecchymosis"
12,191,2,calf pain,"contusion:bruise, ecchymosis"
13,191,0,chest pressure,"contusion:bruise, ecchymosis"
23,191,0,ear pressure,"contusion:bruise, ecchymosis"
24,191,0,pain in the ear,"contusion:bruise, ecchymosis"
25,191,2,elbow ache or pain,"contusion:bruise, ecchymosis"
27,191,2,facial pain,"contusion:bruise, ecchymosis"
37,191,0,groin pain,"contusion:bruise, ecchymosis"
39,191,2,"hand, finger ache or pain","contusion:bruise, ecchymosis"
40,191,2,head injury,"contusion:bruise, ecchymosis"
41,191,0,headache,"contusion:bruise, ecchymosis"
45,191,2,hip pain,"contusion:bruise, ecchymosis"
55,191,2,knee pain,"contusion:bruise, ecchymosis"
57,191,2,leg ache or pain,"contusion:bruise, ecchymosis"
58,191,2,swelling of both legs,"contusion:bruise, ecchymosis"
67,191,0,neck ache or pain,"contusion:bruise, ecchymosis"
89,191,2,shoulder ache or pain,"contusion:bruise, ecchymosis"
91,191,2,skin trauma,"contusion:bruise, ecchymosis"
100,191,2,toe pain,"contusion:bruise, ecchymosis"
118,191,2,wrist pain,"contusion:bruise, ecchymosis"
196,191,2,foot swelling,"contusion:bruise, ecchymosis"
213,191,2,arm swelling,"contusion:bruise, ecchymosis"
214,191,2,calf swelling,"contusion:bruise, ecchymosis"
216,191,2,ear swelling,"contusion:bruise, ecchymosis"
217,191,2,wrist swelling,"contusion:bruise, ecchymosis"
233,191,2,upper leg pain,"contusion:bruise, ecchymosis"
248,191,2,limping in a child,"contusion:bruise, ecchymosis"
251,191,2,shin pain,"contusion:bruise, ecchymosis"
262,191,1,chest pain,"contusion:bruise, ecchymosis"
275,191,0,low back ache or pain,"contusion:bruise, ecchymosis"
287,191,0,lump or mass of breast,"contusion:bruise, ecchymosis"
303,191,2,arm stiffness or tightness,"contusion:bruise, ecchymosis"
261,191,2,elbow swelling,"contusion:bruise, ecchymosis"
290,191,2,neck stiffness or tightness,"contusion:bruise, ecchymosis"
281,191,2,penis inflammation or swelling,"contusion:bruise, ecchymosis"
271,191,2,pulling at ears,"contusion:bruise, ecchymosis"
301,191,2,shoulder stiffness or tightness,"contusion:bruise, ecchymosis"
272,191,2,skin bumps,"contusion:bruise, ecchymosis"
2,242,0,lower abdominal pain,endometritis:inflammation of the uterus
108,242,1,vaginal discharge,endometritis:inflammation of the uterus
2,291,0,lower abdominal pain,fibromyalgia:chronic pain disorder
6,291,0,arm ache or pain,fibromyalgia:chronic pain disorder
7,291,0,back ache or pain,fibromyalgia:chronic pain disorder
25,291,0,elbow ache or pain,fibromyalgia:chronic pain disorder
32,291,0,flank pain,fibromyalgia:chronic pain disorder
37,291,0,groin pain,fibromyalgia:chronic pain disorder
39,291,0,"hand, finger ache or pain",fibromyalgia:chronic pain disorder
54,291,0,kidney pain (flank pain),fibromyalgia:chronic pain disorder
57,291,0,leg ache or pain,fibromyalgia:chronic pain disorder
62,291,1,muscle pain,fibromyalgia:chronic pain disorder
67,291,0,neck ache or pain,fibromyalgia:chronic pain disorder
116,291,1,tired,fibromyalgia:chronic pain disorder
191,291,0,skin pain,fibromyalgia:chronic pain disorder
262,291,0,chest pain,fibromyalgia:chronic pain disorder
275,291,0,low back ache or pain,fibromyalgia:chronic pain disorder
304,291,0,high blood pressure,fibromyalgia:chronic pain disorder
2,470,,lower abdominal pain,miscarriage
107,470,1,vaginal bleeding during pregnancy,miscarriage
275,470,,low back ache or pain,miscarriage
2,482,,lower abdominal pain,"multiple pregnancy:twins, triplets, etc"
78,482,1,pregnancy problem,"multiple pregnancy:twins, triplets, etc"
2,578,1,lower abdominal pain,placenta previa:placenta covers cervix
107,578,2,vaginal bleeding during pregnancy,placenta previa:placenta covers cervix
275,578,1,low back ache or pain,placenta previa:placenta covers cervix
2,696,0,lower abdominal pain,sexually transmitted disease:std
52,696,0,skin itching,sexually transmitted disease:std
72,696,0,painful urination,sexually transmitted disease:std
75,696,2,penile discharge,sexually transmitted disease:std
108,696,0,vaginal discharge,sexually transmitted disease:std
281,696,0,penis inflammation or swelling,sexually transmitted disease:std
2,781,0,lower abdominal pain,trichomonas vaginalis infection:vaginal infection
75,781,0,penile discharge,trichomonas vaginalis infection:vaginal infection
108,781,2,vaginal discharge,trichomonas vaginalis infection:vaginal infection
264,781,0,stomach and abdominal pain,trichomonas vaginalis infection:vaginal infection
2,805,0,lower abdominal pain,vaginitis:vaginal infection inflammation
7,805,0,back ache or pain,vaginitis:vaginal infection inflammation
52,805,0,skin itching,vaginitis:vaginal infection inflammation
72,805,0,painful urination,vaginitis:vaginal infection inflammation
81,805,0,rash,vaginitis:vaginal infection inflammation
108,805,0,vaginal discharge,vaginitis:vaginal infection inflammation
110,805,2,vaginal pain,vaginitis:vaginal infection inflammation
238,805,0,skin sores,vaginitis:vaginal infection inflammation
264,805,0,stomach and abdominal pain,vaginitis:vaginal infection inflammation
2,875,1,lower abdominal pain,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
20,875,1,diarrhea,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
21,875,1,dizziness,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
29,875,1,fever,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
61,875,1,mouth pain,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
87,875,2,seizure,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
123,875,1,"weight loss, unexplained","hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
123,875,1,"weight loss, unexplained","hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
131,875,1,swollen lymph nodes (large lymph nodes),"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
180,875,3,night sweats,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
240,875,1,memory loss,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
246,875,1,dementia,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
264,875,1,stomach and abdominal pain,"hiv aids:human immunodeficiency virus, acquired immune deficiency syndrome:human immunodeficiency virus [hiv] disease"
2,1277,0,lower abdominal pain,extragonadal germ cell tumors
31,1277,0,fever of unknown origin,extragonadal germ cell tumors
66,1277,0,nausea,extragonadal germ cell tumors
116,1277,0,tired,extragonadal germ cell tumors
123,1277,0,"weight loss, unexplained",extragonadal germ cell tumors
173,1277,0,abdominal swelling (stomach swelling),extragonadal germ cell tumors
262,1277,0,chest pain,extragonadal germ cell tumors
3,44,1,abscess (collection of pus),anorectal abscess:(perirectal) abscess
238,44,,skin sores,anorectal abscess:(perirectal) abscess
275,44,,low back ache or pain,anorectal abscess:(perirectal) abscess
3,106,1,abscess (collection of pus),brain abscess:collection of pus in the brain
291,106,1,agitated,brain abscess:collection of pus in the brain
294,106,1,confusion and headache,brain abscess:collection of pus in the brain
3,108,0,abscess (collection of pus),breast abscess:collection of pus in the breast
11,108,1,pain or soreness of breast,breast abscess:collection of pus in the breast
287,108,0,lump or mass of breast,breast abscess:collection of pus in the breast
295,108,2,nipple discharge,breast abscess:collection of pus in the breast
3,707,2,abscess (collection of pus),skin abscess:collection of pus
174,707,2,skin growths,skin abscess:collection of pus
190,707,2,pustule (collection of pus),skin abscess:collection of pus
191,707,2,skin pain,skin abscess:collection of pus
192,707,2,hot skin,skin abscess:collection of pus
193,707,2,skin swelling,skin abscess:collection of pus
272,707,0,skin bumps,skin abscess:collection of pus
3,209,2,abscess (collection of pus),dental abscess:tooth infection
24,209,0,pain in the ear,dental abscess:tooth infection
27,209,2,facial pain,dental abscess:tooth infection
41,209,0,headache,dental abscess:tooth infection
93,209,0,sore throat,dental abscess:tooth infection
101,209,2,tooth pain,dental abscess:tooth infection
120,209,0,throat pain,dental abscess:tooth infection
159,209,2,mouth swelling,dental abscess:tooth infection
187,209,2,jaw pain,dental abscess:tooth infection
202,209,2,painful gums,dental abscess:tooth infection
203,209,2,swollen gums,dental abscess:tooth infection
3,250,1,abscess (collection of pus),epidural abscess:brain or spine pus collection
294,250,1,confusion and headache,epidural abscess:brain or spine pus collection
3,294,,abscess (collection of pus),finger pulp infection:felon
39,294,,"hand, finger ache or pain",finger pulp infection:felon
263,294,0,skin infection,finger pulp infection:felon
3,432,,abscess (collection of pus),liver abscess:collection of pus
3,439,1,abscess (collection of pus),lung abscess:collection of pus
